Exacution_Time,Avg_Time
2.0253543900325894,2.0253543900325894
1.7403074649628252,1.8828309274977073
1.9323596400208771,1.8993404983387638
0.7138679649215192,0.7138679649215192
0.3718580259010196,0.5428629954112694
0.29849425121210515,0.4614067473448813
0.3941480880603194,0.44459208252374083
0.425821685930714,0.44083800320513544
0.39423642097972333,0.43307107283423346
0.323582265060395,0.41742981458082795
0.2727035488933325,0.399339031369891
0.41983674094080925,0.4016165546555486
0.24755758489482105,0.3862106576794758
0.5559245340991765,0.40163919189944863
0.2473346560727805,0.38878048058055964
0.6639851168729365,0.40995006798766553
1.026845869841054,0.45401405383433613
0.37429048400372267,0.4486991491789619
0.6109693730250001,0.4588410381693393
0.9395416108891368,0.48711754244697447
0.6120887531433254,0.4940603874856606
0.24962905584834516,0.4811955805573809
0.4130069699604064,0.4777861500275321
Batch Avg0,0.4777861500275321
0.5815076131839305,0.5815076131839305
0.3709156869444996,0.47621165006421506
0.44207116798497736,0.46483148937113583
0.37249761796556413,0.4417480215197429
0.434359563048929,0.4402703298255801
0.324528066907078,0.42097995267249644
0.5963626690208912,0.44603462643655284
0.3739720599260181,0.437026805622736
0.4715213000308722,0.44085952722364
0.5032382130157202,0.447097395802848
0.6234627130907029,0.4631306064653803
0.4244176549836993,0.4599045271752402
0.9333413208369166,0.9333413208369166
0.4581740980502218,0.6957577094435692
0.12339931796304882,0.5049715789500624
0.22026661597192287,0.4337953382055275
0.4469159690197557,0.43641946436837314
0.32268912089057267,0.41746440712207306
0.7382746418006718,0.4632944406475872
0.2675670038443059,0.438828511047177
0.24428936396725476,0.41721305026051897
0.2717786990106106,0.4026696151355281
0.47172952187247574,0.40894778847525065
0.6484502968378365,0.4289063308387995
0.5889230580069125,0.44121530985173124
0.6920982741285115,0.45913552158578697
0.17184412106871605,0.4399827615513156
0.2715672040358186,0.429456789206597
0.3193751329090446,0.4229813976596822
0.37220741296187043,0.420160620732026
0.722103517036885,0.43605235211649224
0.422498757019639,0.43537467236164956
Batch Avg0,0.43537467236164956
0.3720471451524645,0.3720471451524645
0.44855960505083203,0.41030337510164827
0.39244616380892694,0.4043509713374078
0.3741890399251133,0.3968104884843342
0.3977945998776704,0.39700731076300144
0.3747020859736949,0.39328977329811704
0.4692420591600239,0.404140099849818
0.6558860461227596,0.4356083431339357
0.3953991001471877,0.4311406494687415
0.4237393739167601,0.43040052191354333
0.34505570307374,0.42264190201901575
0.4464790909551084,0.4246283344303568
0.5480690610129386,0.4341237749367093
0.3922162640374154,0.4311303813010454
0.4701307269278914,0.43373040434283516
0.42041789600625634,0.432898372571799
0.34639679710380733,0.4278100446030936
0.2725744319614023,0.4191858439007774
0.36012883903458714,0.4160775804867674
0.3722984320484102,0.4138886230648495
Batch Avg1,0.4138886230648495
0.39441520697437227,0.39441520697437227
0.5968899829313159,0.4956525949528441
0.581731874961406,0.5243456882890314
0.6190485050901771,0.5480213924893178
0.4693405460566282,0.5322852232027799
0.5995421591214836,0.5434947125225639
0.6490426489617676,0.5585729891567358
0.4978159051388502,0.5509783536545001
0.7172603991348296,0.5694541364856478
0.572156498208642,0.5697243726579473
0.5985817019827664,0.5723477662329308
0.6489597281906754,0.5787320963960761
0.7725331131368876,0.5936398669146001
0.6063126020599157,0.5945450622821227
0.6968764138873667,0.601367152389139
0.5703673108946532,0.5994296622957336
0.8168327978346497,0.6122180820333168
0.7891378540080041,0.6220469582541328
0.54990618606098,0.6182500755071247
0.4694972690194845,0.6108124351827428
Batch Avg2,0.6108124351827428
0.798081599874422,0.798081599874422
0.6481946539133787,0.7231381268939003
0.6711772850248963,0.7058178462708989
0.7660821699537337,0.7208839271916077
0.7217606599442661,0.7210592737421393
0.7234373660758138,0.7214556224644184
0.5996349591296166,0.7040526705594468
0.8403153331018984,0.7210855033772532
0.707938495092094,0.7196247246789022
1.4740886699873954,0.7950711192097515
0.8548974071163684,0.8005098726558075
0.8782841740176082,0.8069910644359576
0.6725325020961463,0.796648098102126
0.7261981049086899,0.7916159557311663
0.800409747986123,0.7922022085481634
0.91607446805574,0.7999442247673869
0.6942123819608241,0.7937247046022949
0.9764630619902164,0.8038768355682906
1.1740295658819377,0.8233585582163773
0.8244625490624458,0.8234137577586808
Batch Avg3,0.8234137577586808
0.8066255950834602,0.8066255950834602
0.8144297411199659,0.8105276681017131
0.8944736069533974,0.8385096477189412
0.9107359959743917,0.8565662347828038
1.0021769960876554,0.8856883870437742
0.8026910109911114,0.871855491034997
1.0795673178508878,0.9015286091515529
0.8981825688388199,0.9011103541124612
0.8001537269446999,0.889892951093821
0.7912910229060799,0.8800327582750469
0.7982393491547555,0.8725969938095659
0.8252947840373963,0.8686551429952184
0.9484808829147369,0.8747955845274891
0.9237100079189986,0.8782894719125969
0.7860056599602103,0.8721372177824378
0.7950090880040079,0.8673167096712859
0.906536309979856,0.8696237449835548
1.0164391330908984,0.8777801554339627
0.867649677908048,0.877246972406283
0.8255357518792152,0.8746614113799296
Batch Avg4,0.8746614113799296
0.8889790170360357,0.8889790170360357
1.0380610369611531,0.9635200269985944
1.3359338049776852,1.0876579529916246
1.1016117569524795,1.0911464039818384
0.9920586599037051,1.0713288551662117
1.045658639864996,1.0670504859493424
